,Title,Published_date,Views,Likes,Comments,Identity
2528,[THAILAND VLOG] Koh Samui & Koh Pha Ngan Islands Vacation 疫情後去泰國旅行! 蘇梅島+帕岸島~ Emi,2022-09-13,107833,1816,116,emi wong
2529,Best 20 min Intense Abs & Belly Burn Workout ~ Emi,2022-08-18,730972,18052,303,emi wong
2530,Healthy No-Bake Oat Bar Recipe (Super Easy!) 超簡單健康免焗燕麥棒食譜 ~ Emi,2022-08-15,53444,1203,77,emi wong
2531,Burn Fat + Build Abs & Booty at Home! 8 min Flywheel Workout ~ Emi,2022-07-27,95339,1872,89,emi wong
2532,15 min Boob Lift Workout - Firm and Lift Your Chest Naturally ~ Emi,2022-07-19,187300,6163,197,emi wong
2533,[SINGAPORE VLOG] First Trip Leaving Hong Kong Since Covid! 2年疫情後第一次離開香港去新加坡  ~ Emi,2022-07-03,136840,2236,123,emi wong
2534,15 min Standing Fat Burn HIIT for Weight Loss ~ Emi,2022-06-09,483505,12227,214,emi wong
2535,20 min Abs & Legs Standing Workout | 2 Weeks Summer Challenge ~ Emi,2022-05-01,865099,21258,265,emi wong
2536,Flat Belly & Slim Thighs in 2 Weeks  | 30 min Abs + Inner & Outer Thigh Burn ~ Emi,2022-04-24,1224614,34599,594,emi wong
2537,DO CARBS MAKE YOU FAT?  Can You Eat Carbs to Lose Weight? 減肥一定要戒澱粉？這樣吃不用怕胖？~ Emi,2022-04-20,209762,4982,117,emi wong
2538,who would he kiss? #shorts,2022-04-18,135987,5540,58,emi wong
2539,which one are you? #shorts,2022-04-14,129954,4362,25,emi wong
2540,"20 min Workout + Stretch on Period & PMS | Reduce Bloating, Ease Menstrual Cramp ~ Emi",2022-04-13,270659,9135,151,emi wong
2541,Show Me a Photo of......Challenge *embarrassing* ~ Emi & Chad,2022-04-06,68977,1424,69,emi wong
2542,Bored At Home? Try This Cleaning Workout! #NoGymNoExcuses #TowelWorkout #shorts,2022-04-01,378667,27261,95,emi wong
2543,"20 min STANDING ABS Workout for Ab Lines, Small Waist & Flat Belly ~ Emi",2022-03-30,2316177,47492,493,emi wong
2544,MOVING VLOG (Again!) into Our New Home 我們又搬家了 ~ Emi & Chad,2022-03-27,127558,1961,89,emi wong
2545,10 min HEADACHE & STRESS RELIEF Stretch & Massage (Improve Sleep & Ease Stress) ~ Emi,2022-03-23,82866,3799,110,emi wong
2546,Trying WEIRD Food Combos that are Internet-Viral!  試吃網上爆紅超奇怪食物組合 ft. @sarahjasonchan,2022-03-13,57107,989,58,emi wong
2547,#getupchallenge #shorts,2022-03-10,183860,5396,54,emi wong
2548,"15 min PLANK WORKOUT for Tight Core, Smaller Waist & Full Body Fat Burn ~ Emi",2022-03-06,934418,21465,348,emi wong
2549,30 MIN WALKING CARDIO WORKOUT | Intense Full Body Fat Burn at Home ~ Emi,2022-02-27,9880018,182681,2547,emi wong
2550,Apartment Hunting in Hong Kong 我們又搬家! 香港一天睇樓團 ~ Emi & Chad,2022-02-20,217423,3445,193,emi wong
2551,"20 min Full Body Workout In Bed (Abs, Arms, Back, Thighs & Booty Burn) ~ Emi",2022-02-13,426745,14152,272,emi wong
2552,INDIAN VS HK Dating Culture + Try Indian Snacks 印度VS香港 婚前性行為? 盲婚啞嫁? + 初嘗印度零食 ft. @NewDellily,2022-02-09,52597,1753,116,emi wong
2553,impossible towel challenge?! or did we give up too easily? #shorts,2022-02-07,134573,4647,34,emi wong
2554,LOVE HANDLE & MUFFIN TOP WORKOUT | 10 min Side Abs Intense Burn ~ Emi,2022-02-02,877196,24174,283,emi wong
2555,What is NFT? Crypto? Metaverse? 10分鐘了解NFT、區塊鏈、加密貨幣、元宇宙 ft. @investman8043,2022-01-29,25960,683,50,emi wong
2556,how to get what you want in a relationship #shorts,2022-01-27,131179,5484,29,emi wong
2557,"20 MIN LEG WORKOUT | Inner + Outer Thighs, Calves (No Jumping) ~ Emi",2022-01-23,427643,11326,209,emi wong
2558,ARMS & BACK BURN | 20 min Burn Arm Flab & Bra Bulge ~ Emi,2022-01-16,350049,9435,133,emi wong
2559,ABS & FLAT BELLY IN 4 WEEKS! 15 min Workout | 2022 Challenge ~ Emi,2022-01-09,983535,21402,322,emi wong
2560,reacting to my lingerie photoshoot #shorts,2022-01-04,109137,3302,24,emi wong
2561,LOSE FAT IN 4 WEEKS! 30 min Full Body HIIT (with no jumping options) | 2022 Challenge ~ Emi,2022-01-01,1669545,39902,712,emi wong
2562,try to look like the household object  #shorts,2021-12-27,98471,4076,36,emi wong
2563,15 MIN BODY COMBAT FAT BURN WORKOUT ft. Thai Kickboxing Champion Tin Yu,2021-12-19,260382,6400,152,emi wong
2564,Asking Him *JUICY* Questions Girls Are Too Afraid to Ask ~ Emi & Chad,2021-12-15,111618,3647,137,emi wong
2565,10 min Christmas Dance Workout! Burn Off Holiday Calories ~ Emi,2021-12-12,123097,4070,173,emi wong
2566,"Slouching Too Much? 10 min Full Body Office Stretch (Relieve Neck & Back Pain, Swollen Legs)",2021-12-05,126511,4980,92,emi wong
2567,what i eat in a day on a cruise vacation 郵輪假期吃什麼 #shorts,2021-12-03,97826,2308,11,emi wong
2568,REDUCE CELLULITE! Best 15 min Thigh & Booty Workout to TIGHTEN and TONE ~ Emi,2021-11-22,920380,30819,324,emi wong
2569,Surprised My Dog with his First Birthday Party! 送給狗狗一歲生日的大型驚喜派對! 比我們人類更多朋友更多禮物?! ~ Emi,2021-11-17,26437,879,67,emi wong
2570,how he thinks he sounds vs what i hear #shorts,2021-11-16,149351,9212,84,emi wong
2571,SLIM CALVES QUICK | Best 13 Exercises & Stretches ~ Emi,2021-11-10,338211,10801,170,emi wong
2572,20 min FAT BLASTING HIIT | Intense Full Body Workout to Lose Weight  ~ Emi,2021-11-02,366509,8884,187,emi wong
2573,when we first met VS now #shorts,2021-10-29,149881,7619,66,emi wong
2574,"Healthy Egg Tart Recipe 健康低卡蛋撻, 減肥必吃! 只需5種材料 ~ Emi",2021-10-25,107143,3598,97,emi wong
2575,weight loss tip from my doctor... #shorts,2021-10-20,834104,30227,181,emi wong
2576,20 min Burn Inner & Outer Thighs Standing Workout (No Jumping Exercises) ~ Emi,2021-10-17,815994,19962,335,emi wong
2577,Welcoming Another New Family Member 我們家再多一個新成員！~ Emi & Chad,2021-10-11,93164,2443,135,emi wong
2578,What to Eat for Weight loss and Clear Skin! 6個你可能不知道的健康美顏食品! 減肥必吃? 不再爆瘡? #iHerb好物 #iHerb必買,2021-10-07,59029,1817,79,emi wong
2579,Do This for Smaller Waist & Flat Belly | 15 min No Jump Workout ~ Emi,2021-10-03,1472371,38260,625,emi wong
2580,[VLOG] Full Day of Cheat Meals! 一整天狂吃欺騙餐! 驚人食量吃不停?! ~ Emi & Chad,2021-09-26,69001,1892,106,emi wong
2581,'LALISA' KPOP Fat-Burn Cardio Workout to Lose Weight ~ Emi,2021-09-19,705113,22846,513,emi wong
2582,Full Body Weight Loss - 20 min No Jumping Cardio for Fat Burn ~ Emi,2021-09-12,992718,23221,391,emi wong
2583,the reality of relationship #shorts,2021-09-08,336637,11821,95,emi wong
2584,[VLOG] Healthy Routine that Changed My Life! What I Eat & Do + 5 min Morning Stretch ~ Emi,2021-09-08,134386,3735,129,emi wong
2585,"BEST 10 MIN BACK PAIN STRETCH (relieve lower back ache, stress & tightness) ~ Emi",2021-09-05,283342,7692,161,emi wong
2586,Back to Our University HKU After 8 Years 畢業8年重返香港大學! 想當年瘋狂夜蒲談情說愛的日子...一切也變了?! ~ Emi & Chad,2021-08-31,72108,1522,68,emi wong
2587,40 min Standing Cardio to Lose Weight for Beginners (No Jumping) ~ Emi,2021-08-22,951834,21799,515,emi wong
2588,Dating App交友實驗! 出軌找小鮮肉？富二代？男扮女聲 ？超大尺度18禁話題！ft. @Mayao,2021-08-11,62591,1301,80,emi wong
2589,20 min SLIM INNER & OUTER THIGH (Lying Down Exercises Only) ~ Emi,2021-08-08,2190319,56500,1152,emi wong
2590,SLIM LEGS! THIGH & CALF BURN IN 20 MIN | 4 Week Get Fit Challenge,2021-07-25,501698,15648,353,emi wong
2591,which stage are you in? #shorts,2021-07-24,3152151,138331,6667,emi wong
2592,"Burn Arm Flab, Back Fat & Bra Bulge | 4 Week Get Fit Challenge ~ Emi",2021-07-18,500393,13758,220,emi wong
2593,BEST 16 min ABS & BELLY BURN | Get Fit in 4-Week Challenge ~ Emi,2021-07-11,702690,15861,283,emi wong
2594,Top Students? Our School Exam Results! 第一次全公開考試成績! 考試成績定一生?  放榜必看 ~ Emi,2021-07-08,100659,2063,140,emi wong
2595,FULL BODY SHRED | Get Fit in 4 Weeks Challenge ~ Emi,2021-07-04,1380720,27151,945,emi wong
2596,CHEAP vs EXPENSIVE Chinese Food Challenge 最便宜vs最貴港式美食大比拼! 便宜比貴8倍的更好吃?! ft.  @RedisPolly​,2021-06-26,56749,1347,73,emi wong
2597,"13 min Abs, Core & Belly Burn Workout (Yoga-Inspired) ft. Janet",2021-06-21,226429,6243,185,emi wong
2598,Family 5* Staycation at the Highest Hotel in the World 全家 +狗狗入住全世界最高酒店之一! ~ Emi,2021-06-14,58242,1461,84,emi wong
2599,"Slim Neck Stretch! Lengthening, Slimming Double Chin, Relieve Tightness in 11 min ~ Emi",2021-05-30,2688733,87336,739,emi wong
2600,15 min Slim Flabby Arm (NO PUSH UPS) | 10-Day Upper Body Challenge ~ Emi,2021-05-20,818824,19966,466,emi wong
2601,1st Year Anniversary! 第一個結婚周年紀念 VLOG 16 ~ Emi,2021-05-16,119484,3239,249,emi wong
2602,"SLIM LEG & BOOTY PUMP (No Jumping, No Squats, No Lunges!) ft. Ellie | 10-Day Challenge ~ Emi",2021-05-13,779200,18318,380,emi wong
2603,Our Apartment Tour in Hong Kong! 參觀我們婚後在香港的新居 ~ Emi & Chad,2021-05-07,410324,5818,354,emi wong
2604,11 AB LINES & 6 PACK | 2 Week Challenge 川字腹肌線條2星期高效訓練 ft. Zelos Wong 黃凱逸,2021-05-02,636280,14170,437,emi wong
2605,"Fitness & Beauty Treatments! 怎樣不做運動也能增肌減脂, 塑造馬甲線！+ 擊退顯老嘅眼袋",2021-04-30,71469,1322,67,emi wong
2606,"Intense Flat Abs 2 Weeks Challenge 2星期瘦腰, 腹肌撕裂者挑戰  ft. Zelos Wong 黃凱逸",2021-04-25,1236067,23085,723,emi wong
2607,Eating ONLY VEGAN For One Week Challenge! 挑戰一星期只吃純素 VLOG 15 ~ Emi,2021-04-18,152551,3855,191,emi wong
2608,15 min Summer Fat Burn HIIT + 5 min Stretch ft. 0 fat 0 cholesterol Vita Skimmed Milk Beverage ~ Emi,2021-04-09,346892,7946,254,emi wong
2609,10-DAY Flat Belly Fat Burn + Abs Challenge ~ Emi,2021-03-31,1161644,28500,802,emi wong
2610,"Burn Saddle Bag & Outer Thigh, Get Rid of Cellulite   No Jumping Workout ~ Emi",2021-03-21,1997618,54932,1322,emi wong
2611,Biggest Hotel Suite We Stayed + Non Stop Eating 在香港住過最大的豪華酒店套房！VLOG 14 ~ Emi,2021-03-14,92952,1872,114,emi wong
2612,Happy Full Body Fat Burn HIIT That Will Make You Feel Better On A Bad Day | Weight Loss Cardio,2021-03-07,752848,19218,696,emi wong
2613,"Our Chinese New Year During COVID in Hong Kong 年初一疫情下怎麼過? 睇樓, 煎年糕 VLOG 13 ~ Emi",2021-03-01,75600,1779,105,emi wong
2614,ABS & THIGH WORKOUT IN BED | Flat Belly & Slim Thighs BURN  ~ Emi,2021-02-24,1710519,49817,1694,emi wong
2615,Relationship Q&A! 新婚你問我答 ft. Grace Wong 王君馨,2021-02-21,118325,2638,99,emi wong
2616,SLIM BACK + BURN BRA BULGE 10 MIN WORKOUT (bodyweight / options using weights) ~ Emi,2021-02-11,757356,19762,406,emi wong
2617,"My Healthy Routine During Covid (What I Eat & Do) 疫情下的每天日常! 吃什麼做什麼, 培養自律和習慣, 成為更好的自己 VLOG 12 ~ Emi",2021-02-08,214199,4630,188,emi wong
2618,SLIM CALVES ! Quick & Easy: 11 Min Daily Stretch ~ Emi,2021-01-28,4665696,138597,2036,emi wong
2619,【ChitChad英語劇場】如何與女神/ 男神展開對話! 10句搭訕開場白 ChitChad English Corner: 10 Best Funny Pick-Up Lines,2021-01-25,59557,1611,94,emi wong
2620,"30 min Full Body Fat Loss Standing Workout (No Jumping) | Quiet Cardio, No Yoga Mat Needed ~ Emi",2021-01-17,4823091,87830,1858,emi wong
2621,Our Fights & Arguments After Moving In Together 新婚同居天天吵架...隨時變分居? 怎樣渡過婚姻低潮期 ~ Emi & Chad,2021-01-13,116876,2923,161,emi wong
2622,【AIA網上大型活動：「現在· 規劃未來」之Do姐「友」答案！】,2021-01-09,40480,717,57,emi wong
2623,【AIA網上大型活動：「現在· 規劃未來」之Do姐「友」答案！】,2021-01-09,0,1,0,emi wong
2624,"ABS ON FIRE  Ab Lines,  Lower Abs, Inner Core, Slim Waist | 15 DAY New Year Challenge ~ Emi",2021-01-07,2497319,38505,836,emi wong
2625,GET ABS + LOSE WEIGHT IN 15 DAYS | New Year Challenge ~ Emi,2021-01-01,1678291,40485,1319,emi wong
2626,90 DEGREE SHOULDERS WORKOUT | Fix Rounded Shoulders & Hunchback in 10 min ~ Emi,2020-12-27,5464418,138740,2036,emi wong
2627,NEW FAMILY MEMBER 我們家的新成員!!! | VLOG 11 ~ Emi & Chad,2020-12-22,270075,6682,596,emi wong
2628,1st Week in Our New Home! 婚後第一星期同居 | VLOG 10 ~ Emi & Chad,2020-12-18,124292,2352,178,emi wong
2629,BURN FAT IN 10 DAYS | Weight Loss + Flat Belly & Abs Challenge ~ Emi,2020-12-13,1631590,37252,1455,emi wong
2630,NEW HOME! Moving In Vlog 搬入新居! 結婚一年後終於同居 | VLOG 9 ~ Emi & Chad,2020-12-10,229141,3949,350,emi wong
2631,Bollywood Dance Workout! Illegal Weapon 2 ft. Hanisha ~ Emi,2020-12-06,601952,18967,622,emi wong
2632,BTS 'Dynamite' CARDIO DANCE WORKOUT FOR FAT BURN ~ Emi Wong,2020-11-29,1037728,31290,886,emi wong
2633,45 min Full Body Workout to BURN MAX CALORIES (Results in 2 Weeks) ~ Emi,2020-11-22,3038093,57401,1920,emi wong
2634,"15 min Workout for Seniors, Beginners, People with Knee Pain (JOINT-FRIENDLY) ~ Emi",2020-11-15,1016953,14305,412,emi wong
2635,BLACKPINK – ‘Lovesick Girls’ FAT-BURNING CARDIO DANCE WORKOUT ~ Emi,2020-11-09,2106237,52591,1048,emi wong
2636,Our No. 1 Health Investment For 2020! LIVE with Emi & Chad,2020-11-07,57758,1728,122,emi wong
2637,Honey Banana Bread Recipe - Easy & Healthy 鬆軟香蕉蛋糕! 簡單零失敗 - 超健康又好吃的減肥甜品 | VLOG 8 ~ Emi,2020-11-04,198728,5505,254,emi wong
2638,FIX YOUR POSTURE IN 10 MINUTES | Best Daily Exercises ~ Emi,2020-11-01,5986160,198120,2395,emi wong
2639,THIGH BURN IN 30 DAYS  30 INNER & OUTER THIGH EXERCISES #EmiTransform,2020-10-25,1103274,24470,1151,emi wong
2640,"20 MIN FULL BODY STRETCH & COOL DOWN ROUTINE for Flexibility, Recovery & Relaxation",2020-10-18,864785,14251,366,emi wong
2641,HE READS MY INSTAGRAM DMS… | VLOG 7 ~ Emi & Chad,2020-10-14,106101,2617,181,emi wong
2642,GET SEXY ABS & LEGS LIKE A KPOP IDOL IN 2 WEEKS,2020-10-11,2025743,43632,1442,emi wong
2643,Guided Meditation - Let Go of Stress & Anxiety: Deep Relaxation/ Peaceful Sleep/ Insomnia,2020-10-07,79512,2788,206,emi wong
2644,4-Ingredient Healthy Almond Cookie 超簡單健康杏仁曲奇 (3個步驟4種材料) | Clarins 極速紅子彈60秒大眼方程式 VLOG 6,2020-10-04,77229,2403,137,emi wong
2645,1ST SAFARI EXPERIENCE IN AFRICA! + The Maasai Tribe with 27 Wives & 100 Kids | TANZANIA VLOG,2020-09-27,46626,1555,218,emi wong
2646,15-DAY BURN FULL BODY FAT | 20 min HIIT with No Jumping Options ~ Emi,2020-09-20,3206733,54074,1781,emi wong
2647,Launching My INSPIRATION Eyeshadow Palette! Emi x CAIA Cosmetics (+ giveaway!),2020-09-18,52639,2146,227,emi wong
2648,BLACKPINK - 'Ice Cream' CARDIO FAT BURN & ABS WORKOUT ~ Emi,2020-09-16,1391303,37972,1092,emi wong
2649,15 MIN SIDE ABS & LOVE HANDLES WORKOUT FOR SLIM WAIST | 28-Day Abs & Belly Challenge #EmiTransform,2020-09-13,1828664,37147,757,emi wong
2650,"EATING VEGAN FOR A DAY 一整天只吃素! 簡單好吃健康食譜 (全麥薄餅, 氣炸地瓜薯條, 低卡泡菜炒蒟蒻麵) | VLOG 5 ~ Emi",2020-09-09,112942,3182,268,emi wong
2651,10 MIN LOWER ABS BURN | 28-Day Abs & Belly Challenge #EmiTransform,2020-09-06,2936769,52454,936,emi wong
2652,TRAVELING TO SWEDEN TO BE A BEAUTY MODEL?! STOCKHOLM VLOG 去瑞典當模特兒?! 跟當地網紅拍攝美妝廣告 ~ Emi,2020-09-02,125814,3652,290,emi wong
2653,15 MIN CORE & ABS WORKOUT | 28-Day Abs & Belly Challenge #EmiTransform,2020-08-30,1055793,18035,793,emi wong
2654,Must-Watch NETFLIX Shows 好劇必看推薦! 週末煲劇 + 欺騙餐吃什麼 | VLOG 4 ~ Emi,2020-08-26,68916,1638,194,emi wong
2655,28-DAY TOTAL ABS & BELLY BURN CHALLENGE #EmiTransform,2020-08-23,2607501,36573,1383,emi wong
2656,"2-Ingredient Healthy Egg Pudding 蛋白燉豆奶, 燉蛋! 2種材料健康甜品 // 怎樣脫離頹廢生活, 找回人生動力 | VLOG 3 ~ Emi",2020-08-12,157152,4548,266,emi wong
2657,10 MIN STANDING ABS WORKOUT | Get Ab Lines & Slim Waist ~ Emi,2020-08-09,23157492,395662,5616,emi wong
2658,ROMANTIC DREAM TRIP TO FINLAND  Glass Igloo Experience 芬蘭夢幻玻璃屋極光之旅! ~ Emi & Chad,2020-08-05,193273,5348,363,emi wong
2659,10 MIN WARM UP ROUTINE BEFORE ANY WORKOUT ~ Emi,2020-08-02,2045060,30412,541,emi wong
2660,Weekend Cheat Meals 周末放任大吃大喝 香港第三波疫情爆發前的日子 | VLOG 2 ~ Emi,2020-07-29,111499,2608,202,emi wong
2661,"15 MIN ARMS, BACK & CHEST | 15-Day Upper Body Transform Program ~ Emi",2020-07-26,2377239,51230,954,emi wong
2662,What I Eat in a Day 一天吃甚麼塑造身材+馬甲線? 3餐氣炸鍋超簡單食譜 | VLOG 1 ~ Emi,2020-07-22,532055,11613,368,emi wong
2663,15 MIN ARMS & ABS | 15-Day Upper Body Transform Program ~ Emi,2020-07-19,1128895,20311,641,emi wong
2664,"AIR FRYER CRISPY TOFU RECIPE! Easy, Yummy & Healthy   ~ Emi",2020-07-15,640029,10906,258,emi wong
2665,BEST 30 MIN FULL BODY FAT BURN WORKOUT (with No Jumping Options) #EmiTransform,2020-07-12,4133584,73036,1587,emi wong
2666,MY FAVOURITE ACTIVEWEAR BRANDS 我最愛的運動服! 10個私心品牌推薦 ~ Emi,2020-07-08,129525,3008,206,emi wong
2667,BEFORE & AFTER RESULTS USING EMI WONG’S WORKOUT PROGRAMS! #EmiTransform,2020-07-02,336679,7947,424,emi wong
2668,20 MIN SLIM LEG & TONE BOOTY (+ Get Rid of Cellulite) | 21-Day Lower Body Transform Program,2020-06-28,1080767,20743,462,emi wong
2669,BLACKPINK - 'How You Like That' FULL BODY FAT-BLAST WORKOUT ~ Emi,2020-06-27,5435892,170042,2845,emi wong
2670,FIRST TIME IN SOUTH AUSTRALIA (DREAM TRIP) 第一次去南澳! 不廣為人知的必去超美麗景點 ~ Emi,2020-06-24,59993,1715,202,emi wong
2671,15 MIN STRETCH FOR SLIM & LONG LEGS | 21-Day Lower Body Transform Program,2020-06-21,10175314,238251,8758,emi wong
2672,Eating Disorder Recovery? Weight Loss Diet? Calories Counting? Cheat Meals? Motivation? ~ Emi,2020-06-17,211860,6871,443,emi wong
2673,21-DAY INNER + OUTER THIGHS & CALVES BURN (No Jumping) | Lower Body Transform Program,2020-06-14,5270688,90012,3305,emi wong
2674,MY HAIR LOSS STORY - HOW I GREW IT BACK 我怎樣成功拯救多年的脫髮問題 ~ Emi,2020-06-11,712203,11999,510,emi wong
2675,10 MIN SITTING ARM & SHOULDER WORKOUT (ON COUCH / BED WHILE WATCHING TV) ~ Emi,2020-06-07,11768782,223193,3791,emi wong
2676,[TOKYO VLOG] YOUTUBE CREATOR SUMMIT WITH THE TOP 100 YOUTUBERS IN ASIA ~ Emi,2020-06-03,66215,1700,134,emi wong
2677,"20 MIN LEGS, THIGHS & CALVES ULTIMATE BURN (NO JUMPING WORKOUT) | 4-Week Transform Program",2020-05-31,2030284,39509,1081,emi wong
2678,15-DAY BEFORE & AFTER RESULTS USING EMI WONG'S AB & BELLY BURN WORKOUT PROGRAM,2020-05-26,623963,11774,360,emi wong
2679,"15 MIN INTENSE AB LINES (UPPER, LOWER, SIDE, INNER CORE) & BELLY BURN | 4-Week Transform Program",2020-05-23,2470210,38723,743,emi wong
2680,MY UPDATED MAKEUP ROUTINE 手殘學化妝~ Emi,2020-05-20,124880,3375,230,emi wong
2681,15 MIN SLIM ARMS & UPPER BODY BURN | 4 WEEK TRANSFORM PROGRAM #EmiTransform,2020-05-17,1599106,26592,711,emi wong
2682,"HONG KONG GIRL'S 1 WEEK ROAD TRIP IN MADAGASCAR, AFRICA [VLOG] ~ Emi Wong",2020-05-13,54061,1440,107,emi wong
2683,4-WEEK FULL BODY TRANSFORM WORKOUT PROGRAM | 20 min Fat Burning HIIT #EmiTransform,2020-05-10,4858097,61417,3591,emi wong
2684,WEDDING Q&A [Regrets? Fights? How We Planned?] ~ Emi & Chad,2020-05-08,90054,2235,113,emi wong
2685,10 MIN LEG & THIGH BURN WORKOUT IN BED (+ 5 min Leg & Back Relaxing Stretch ) #EmiTransform,2020-05-05,3468437,111534,3194,emi wong
2686,THE WEDDING DAY VLOG ~ Emi & Chad,2020-05-01,236590,6962,306,emi wong
2687,10 MIN SIDE ABS & MUFFIN TOP WORKOUT [15-Day Belly Fat Burn Program] #EmiTransform,2020-04-28,2394970,37155,766,emi wong
2688,20 MIN VISIBLE ABS & CARDIO WORKOUT [15-Day Belly Fat Burn Program] #EmiTransform,2020-04-23,2712538,40147,1229,emi wong
2689,BEST 15-DAY LOWER ABS & INTENSE BELLY FAT BURN PROGRAM #EmiTransform,2020-04-20,16743304,339525,8195,emi wong
2690,BEFORE & AFTER RESULTS (-50LBS!) FROM EMI WONG'S WORKOUTS,2020-04-17,388057,10088,412,emi wong
2691,10 min INTENSE BACK & BRA BULGE BURN (20 Days Slim Back & Arms Program) #EmiTransform,2020-04-15,2781872,53981,867,emi wong
2692,HEALTHY SIMPLE PUMPKIN SOUP RECIPE FOR WEIGHT LOSS (Only 3 Main Ingredients) ~ Mama Wong,2020-04-12,235501,5926,147,emi wong
2693,15 DAYS INNER THIGH BURN (10 min No Jumping Workout) #EmiTransform,2020-04-10,20543021,467204,9683,emi wong
2694,WHAT I EAT IN 14 DAYS OF MANDATORY QUARANTINE (Our 1st Time Living Together!),2020-04-08,143249,3499,206,emi wong
2695,"10 MIN EXERCISE & STRETCH FOR SHOULDERS, NECK & THE COLLARBONE AREA ~ Emi",2020-04-05,77172921,1601808,22644,emi wong
2696,10 TIPS FOR WORKING FROM HOME / STAYING AT HOME ~ Emi,2020-04-03,65644,2095,110,emi wong
2697,"1 HOUR FULL BODY FAT BURN HOME WORKOUT (Warm Up, Arm & Back, Cardio, Ab, Leg & Thigh, Stretch) ~ Emi",2020-04-01,6286209,113273,4236,emi wong
2698,MY HEALTHY FOOD & SUPPLEMENT GROCERY LIST TO GET FIT FOR THE WEDDING ~ Emi & Chad,2020-03-31,91979,2129,93,emi wong
2699,10 MIN INTENSE TOTAL AB WORKOUT IN BED (Upper + Side + Lower Belly Burn at Home) ~ Emi,2020-03-28,1680926,31101,743,emi wong
2700,MIXED RACE COUPLE TOOK A DNA TEST BEFORE HAVING KIDS!  Our Ethnicity & Genes?! ~ Emi & Chad,2020-03-26,154610,3108,169,emi wong
2701,48 Hours Before Our Wedding in Thailand ~ Emi & Chad,2020-03-23,87519,1878,79,emi wong
2702,10 min Workout for Seniors / Overweight/ with Joint Pain [NO JUMPING] ~ Emi,2020-03-20,682517,10956,339,emi wong
2703,OUR WEDDING VIDEO ~ Emi & Chad,2020-03-18,1415188,43685,1648,emi wong
2704,15 MIN KIDS / TEENAGERS HOME WORKOUT (with no jumping options) ~ Emi,2020-03-15,1429334,18949,799,emi wong
2705,HOW TO SLIM DOWN YOUR FACE (include 7 Effective Face Exercises) ~ Emi,2020-03-09,5043018,187166,3840,emi wong
2706,30 min SLIM WAIST & THIGH: No Jumping AB + LEG Workout (Results in 3 Weeks) ~ Emi,2020-03-05,2973448,52158,1119,emi wong
2707,BTS - ‘ON’ CARDIO HOME WORKOUT for Intense Full Body Fat Burn ~ Emi,2020-03-01,1217363,35342,950,emi wong
2708,15 MIN INTENSE FULL BODY HIIT TO BURN MAX CALORIES (with No Jumping Options) ~ Emi,2020-02-26,3644428,51670,1125,emi wong
2709,Last Travel Vlog Before Our Wedding - Diving in the Philippines! ~ Emi Wong,2020-02-24,56916,1755,120,emi wong
2710,10 min BOOTY WORKOUT to Get Rid of Cellulite + Shape & Natural Lift (No Jumping) ft. Clicknetwork,2020-02-19,2917403,51423,639,emi wong
2711,Bachelorette Trip in Bali (Insane Luxury Resort where the Kardashians Stayed) 婚前閏蜜之旅 - 峇里島超奢華別墅!,2020-02-12,78597,1634,81,emi wong
2712,"30 DAYS PLANK CHALLENGE | Slim Waist, Sexy Abs + Intense Full Body & Belly Fat Burn ~ Emi",2020-02-08,2596402,38900,1198,emi wong
2713,"Coronavirus Outbreak, Wedding Possibly Cancelled, No Work & School - Book & TV Show Recommendations",2020-02-04,142631,3680,421,emi wong
2714,Best 10 min SLIM LEG + THIGH Standing Workout with No Jumping ~ Emi,2020-02-02,2622574,48402,1067,emi wong
2715,Chinese New Year in Hong Kong & the Coronavirus Situation ~ Emi,2020-01-28,101783,2730,194,emi wong
2716,How My Mom Lost 25lbs 王媽媽怎樣減25磅 + 徹底改善關節痛和身體健康 ~ Emi,2020-01-23,148192,3237,144,emi wong
2717,Do This to Get Abs & Slim Waist (15-20 days) 10 min Ab + Belly Workout ft. Mongabong,2020-01-19,1586179,27807,641,emi wong
2718,20 Must Try Street Food in Singapore! The Best Cheap Eats ~ Emi,2020-01-17,154199,2740,189,emi wong
2719,SINGAPORE VLOG: Meet & Greet + Workout with You All! ft. Singapore Influencers ~ Emi,2020-01-12,53477,1245,96,emi wong
2720,"2 Weeks Workout Program to Lose Weight, Get Abs & Burn Fat (Arms, Belly, Back, Leg) ~ Emi",2019-12-31,3358394,74323,2232,emi wong
2721,Healthy Yummy Recipes for Weight Loss! Salmon Tofu Soup & Low Carb Bean Pasta by Wong Family ~ Emi,2019-12-23,100601,2714,124,emi wong
2722,"Bringing My Parents to Japan! Best Food, Airbnb and Fun Things To Do in Osaka & Kyoto ~ Emi",2019-12-19,50122,1121,74,emi wong
2723,Best 10 min Beginner Full Body HIIT for Fat Burn - NO JUMPING ~ Emi,2019-12-12,3570109,69822,1070,emi wong
2724,"our break-ups (how to get over heart breaks, move on, and better yourself) ~ Emi & Chad",2019-12-06,163068,3277,208,emi wong
2725,EXO 'Obsession' CARDIO WORKOUT For Intense Full Body Fat Burn ~ Emi,2019-12-02,793416,39327,915,emi wong
2726,COUPLES YOGA CHALLENGE ft. J Lou,2019-11-30,99085,2309,88,emi wong
